DATE,Ticket Season,Day,Month,Year,Season,HOLIDAYPX,HOLIDAYM,HOLIDAYN,HOLIDAY,WDWTICKETSEASON,WDWRaceN,WDWeventN,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKeventN,MKevent,EPeventN,EPevent,HSeventN,HSevent,AKeventN,AKevent,HOLIDAYJ,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_SoCal,inSession_Southwest,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,MKOPENYEST,MKCLOSEYEST,MKHOURSYEST,MKOPENTOM,MKCLOSETOM,MKHOURSTOM,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,EPOPENYEST,EPCLOSEYEST,EPHOURSYEST,EPOPENTOM,EPCLOSETOM,EPHOURSTOM,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,HSOPENYEST,HSCLOSEYEST,HSHOURSYEST,HSOPENTOM,HSCLOSETOM,HSHOURSTOM,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,AKOPENYEST,AKCLOSEYEST,AKHOURSYEST,AKOPENTOM,AKCLOSETOM,AKHOURSTOM,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDDN,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKPRDNN,MKFIREWK,MKFIRET1,MKFIRET2,MKFIREN,EPFIREWK,EPFIRET1,EPFIRET2,EPFIREN,HSPRDDAY,HSPRDDT1,HSPRDDN,HSFIREWK,HSFIRET1,HSFIRET2,HSFIREN,HSSHWNGT,HSSHWNT1,HSSHWNT2,HSSHWNN,HSFIREWKS,AKPRDDAY,AKPRDDT1,AKPRDDT2,AKPRDDN,AKFIREN,AKSHWNGT,AKSHWNT1,AKSHWNT2,AKSHWNN
9/16/2019,,258,September,2019,September Low,15,0,,0,,,,0,0,SEPTEMBER LOW,93.27,75.59,84.43,,0,epfw,1,,0,akah,1,,96%,99%,92%,100%,96%,99%,100%,100%,83%,94%,95%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,0,14,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,21:00,13,7:00,21:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,89.4,74.4,0.2,463554,391962,311870,232777,45553146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/17/2019,,259,September,2019,Fall,16,0,,0,,,,0,0,FALL,94.43,73.47,83.95,mnsshp,1,epfw,1,,0,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,1,1,1,0,11,14,16,0,1,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,21:00,13,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,89.3,74.3,0.19,463554,391962,311870,232777,45553146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/18/2019,,260,September,2019,Fall,17,0,,0,,,,0,0,FALL,90.91,74.02,82.47,,0,epfw,1,,0,,0,,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,1,16,11,14,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,21:00,13,7:00,23:00,8:00,18:00,10,8:00,21:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,89.2,74.2,0.2,463554,391962,311870,232777,45553146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/19/2019,,261,September,2019,Fall,18,0,,0,,,,0,0,FALL,86.93,72.36,79.65,dah,1,epfw,1,,0,,0,,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,0,14,16,11,1,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,89.1,74.1,0.2,463554,391962,311870,232777,45553146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/20/2019,,262,September,2019,Fall,19,0,,0,,,,0,0,FALL,84.58,71.75,78.16,mnsshp,1,epfw,1,,0,,0,,94%,98%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,97%,99%,100%,100%,100%,100%,100%,90%,100%,100%,1,1,1,0,11,14,15,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,22:00,14,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,89,74,0.19,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/21/2019,,263,September,2019,Fall,20,0,,0,,,,0,0,FALL,86.21,70.62,78.41,,0,epfw,1,,0,,0,,94%,98%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,97%,99%,100%,100%,100%,100%,100%,90%,100%,100%,1,1,1,0,15,11,11,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,88.8,73.9,0.16,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/22/2019,,264,September,2019,Fall,21,0,,0,,,,0,0,FALL,87.67,71.4,79.54,mnsshp,1,epfw,1,,0,,0,,96%,98%,99%,100%,99%,99%,100%,100%,100%,96%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,1,1,1,0,11,15,14,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,21:00,13,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,88.7,73.8,0.16,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/23/2019,,265,September,2019,Fall,22,0,,0,,,,0,0,FALL,87.85,68.83,78.34,,0,epfw,1,,0,akah,1,,96%,98%,99%,100%,99%,99%,100%,100%,100%,96%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,1,1,1,0,14,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,13,8:00,21:00,13,7:00,21:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,20:00,12,88.6,73.7,0.16,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/24/2019,,266,September,2019,Fall,21,0,,0,,,,0,0,FALL,90.3,68.11,79.21,mnsshp,1,epfw,1,,0,,0,,96%,99%,99%,100%,99%,99%,100%,100%,100%,96%,97%,100%,100%,97%,100%,100%,100%,100%,100%,100%,97%,100%,100%,1,1,1,0,11,14,16,0,1,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,21:00,13,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,21:00,13,8:00,21:00,13,88.5,73.6,0.19,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/25/2019,,267,September,2019,Fall,20,0,,0,,,,0,0,FALL,92.23,70.36,81.3,,0,epfw,1,,0,,0,,95%,97%,99%,99%,98%,98%,100%,100%,100%,96%,97%,100%,100%,97%,93%,100%,100%,100%,100%,100%,97%,100%,98%,1,1,1,1,16,11,14,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,13,13,8:00,21:00,13,7:00,23:00,8:00,18:00,10,8:00,21:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,20:00,12,8:00,20:00,12,88.3,73.4,0.16,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/26/2019,,268,September,2019,Fall,19,0,,0,,,,0,0,FALL,91.37,71.66,81.52,dah,1,epfw,1,,0,,0,,96%,99%,99%,100%,99%,99%,100%,100%,100%,96%,97%,100%,100%,97%,100%,100%,100%,100%,100%,100%,97%,100%,100%,1,1,1,0,14,16,11,1,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,14,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,21:00,13,8:00,20:00,12,88.2,73.3,0.2,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/27/2019,,269,September,2019,Fall,18,0,,0,,,,0,0,FALL,91.2,72.47,81.84,mnsshp,1,epfw,1,,0,,0,,88%,96%,99%,96%,97%,95%,96%,100%,100%,96%,97%,97%,100%,92%,98%,100%,63%,100%,100%,100%,94%,95%,94%,1,1,1,0,11,14,15,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,13,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,22:00,14,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,20:00,12,8:00,21:00,13,88,73.1,0.15,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/28/2019,,270,September,2019,Fall,17,0,,0,,,,0,0,FALL,90.33,73.05,81.69,,0,epfw,1,,0,,0,,88%,96%,99%,96%,97%,95%,96%,100%,100%,96%,97%,97%,100%,92%,98%,100%,63%,100%,100%,100%,94%,95%,94%,1,1,1,0,15,11,11,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,13,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,20:00,12,8:00,21:00,13,87.9,73,0.16,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/29/2019,,271,September,2019,Fall,16,0,,0,,,,0,0,FALL,89.94,72.16,81.05,mnsshp,1,epfw,1,,0,,0,,85%,84%,89%,60%,84%,72%,53%,77%,100%,81%,82%,70%,72%,95%,98%,24%,15%,65%,100%,100%,96%,42%,100%,1,1,1,0,11,15,14,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,21:00,13,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,87.7,72.8,0.2,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
9/30/2019,,272,September,2019,Fall,0,0,rha,1,,,,0,0,FALL,90.75,73.81,82.28,,0,epfw,1,,0,,0,RASH HASHANAH,85%,84%,89%,60%,84%,72%,53%,77%,100%,81%,82%,70%,72%,95%,98%,24%,15%,65%,100%,100%,96%,42%,100%,1,1,1,0,14,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,21:00,13,7:00,21:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,87.5,72.6,0.12,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,IllumiNations: Reflections of Earth,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/1/2019,,273,October,2019,Fall,14,0,,0,,,,0,0,FALL,89.05,73.67,81.36,mnsshp,1,epfw,1,,0,,0,,95%,98%,99%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,98%,100%,24%,53%,79%,100%,100%,100%,100%,100%,1,1,1,0,11,14,15,0,0,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,22:00,14,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,87.4,72.4,0.15,463054,391962,311870,232777,45552146,37658638,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/2/2019,,274,October,2019,Fall,13,0,,0,,,,0,0,FALL,90.26,72.21,81.24,,0,epfw,1,,0,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,0,15,11,11,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,87.2,72.2,0.16,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/3/2019,,275,October,2019,Fall,12,0,,0,,,,0,0,FALL,90.35,71.53,80.94,mnsshp,1,epfw,1,,0,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,0,11,15,11,0,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,87,71.9,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/4/2019,,276,October,2019,Fall,11,0,,0,,,,0,0,FALL,91.62,70.61,81.12,mnsshp,1,epfw,1,,0,,0,,93%,94%,98%,99%,96%,97%,100%,85%,100%,100%,100%,97%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,95%,1,1,1,0,11,11,15,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,22:00,14,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,86.8,71.7,0.15,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/5/2019,,277,October,2019,Fall,10,0,,0,,,,0,0,FALL,89.71,73.52,81.62,,0,epfw,1,,0,akah,1,,93%,94%,98%,99%,96%,97%,100%,85%,100%,100%,100%,97%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,95%,1,1,1,0,15,11,11,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,86.6,71.4,0.16,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/6/2019,,278,October,2019,Fall,9,0,,0,,,,0,0,FALL,86.17,72.95,79.56,mnsshp,1,epfw,1,,0,,0,,87%,91%,98%,78%,94%,88%,92%,100%,100%,100%,98%,85%,100%,97%,95%,100%,100%,100%,100%,100%,92%,90%,82%,1,1,1,0,11,15,14,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,21:00,13,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,86.4,71.2,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/7/2019,,279,October,2019,Fall,8,0,,0,,,,0,0,FALL,84.1,74.26,79.18,,0,epfw,1,,0,,0,,87%,91%,98%,78%,94%,88%,92%,100%,100%,100%,98%,85%,100%,97%,95%,100%,100%,100%,100%,100%,92%,90%,82%,1,1,1,0,14,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,21:00,13,7:00,21:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,86.2,70.9,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
