Date,Date Time,Actual Wait,Posted Wait,,Year,Month,Day,Average Daily Wait Time (Minutes),Unique Months,Average Monthly Wait Time (Minutes)
2/17/2015,2/17/2015 22:00,,5,,,,,,,
2/17/2015,2/17/2015 22:05,,5,,,,,,,
2/17/2015,2/17/2015 22:10,,5,,,,,,,
2/17/2015,2/17/2015 22:15,,5,,,,,,,
2/17/2015,2/17/2015 22:20,,5,,,,,,,
2/17/2015,2/17/2015 22:25,,5,,,,,,,
2/17/2015,2/17/2015 22:30,,5,,,,,,,
2/17/2015,2/17/2015 22:35,,5,,,,,,,
2/17/2015,2/17/2015 22:40,,5,,,,,,,
2/17/2015,2/17/2015 22:45,,5,,,,,,,
2/17/2015,2/17/2015 22:50,,5,,,,,,,
2/17/2015,2/17/2015 22:55,,5,,,,,,,
2/17/2015,2/17/2015 23:00,,5,,,,,,,
2/17/2015,2/17/2015 23:05,,5,,,,,,,
2/17/2015,2/17/2015 23:10,,5,,,,,,,
2/17/2015,2/17/2015 23:15,,5,,,,,,,
2/17/2015,2/17/2015 23:20,,5,,,,,,,
2/17/2015,2/17/2015 23:25,,5,,,,,,,
2/17/2015,2/17/2015 23:30,,5,,,,,,,
2/17/2015,2/17/2015 23:35,,5,,,,,,,
2/17/2015,2/17/2015 23:40,,5,,,,,,,
2/17/2015,2/17/2015 23:45,,5,,,,,,,
2/17/2015,2/17/2015 23:50,,5,,,,,,,
2/17/2015,2/17/2015 23:55,,5,,,,,,,
2/18/2015,2/18/2015 8:20,,5,,,,,,,
2/18/2015,2/18/2015 8:25,,5,,,,,,,
2/18/2015,2/18/2015 8:26,,5,,,,,,,
2/18/2015,2/18/2015 8:30,,5,,,,,,,
2/18/2015,2/18/2015 8:35,,5,,,,,,,
2/18/2015,2/18/2015 8:40,,5,,,,,,,
2/18/2015,2/18/2015 8:45,,5,,,,,,,
2/18/2015,2/18/2015 8:50,,5,,,,,,,
2/18/2015,2/18/2015 8:55,,5,,,,,,,
2/18/2015,2/18/2015 9:00,,5,,,,,,,
2/18/2015,2/18/2015 9:03,2,,,,,,,,
2/18/2015,2/18/2015 9:05,,5,,,,,,,
2/18/2015,2/18/2015 9:10,,5,,,,,,,
2/18/2015,2/18/2015 9:15,,5,,,,,,,
2/18/2015,2/18/2015 9:20,,5,,,,,,,
2/18/2015,2/18/2015 9:25,,10,,,,,,,
2/18/2015,2/18/2015 9:30,,10,,,,,,,
2/18/2015,2/18/2015 9:35,,10,,,,,,,
2/18/2015,2/18/2015 9:40,,10,,,,,,,
2/18/2015,2/18/2015 9:45,,10,,,,,,,
2/18/2015,2/18/2015 9:49,9,,,,,,,,
2/18/2015,2/18/2015 9:50,,10,,,,,,,
2/18/2015,2/18/2015 9:55,,10,,,,,,,
2/18/2015,2/18/2015 10:00,,10,,,,,,,
2/18/2015,2/18/2015 10:05,,15,,,,,,,
2/18/2015,2/18/2015 10:10,,20,,,,,,,
2/18/2015,2/18/2015 10:15,,25,,,,,,,
2/18/2015,2/18/2015 10:20,,40,,,,,,,
2/18/2015,2/18/2015 10:25,,40,,,,,,,
2/18/2015,2/18/2015 10:30,,40,,,,,,,
2/18/2015,2/18/2015 10:35,,40,,,,,,,
2/18/2015,2/18/2015 10:40,,60,,,,,,,
2/18/2015,2/18/2015 10:45,,30,,,,,,,
2/18/2015,2/18/2015 10:50,,30,,,,,,,
2/18/2015,2/18/2015 10:55,,30,,,,,,,
2/18/2015,2/18/2015 11:00,,45,,,,,,,
2/18/2015,2/18/2015 11:05,,45,,,,,,,
2/18/2015,2/18/2015 11:10,,45,,,,,,,
2/18/2015,2/18/2015 11:15,,60,,,,,,,
2/18/2015,2/18/2015 11:20,,35,,,,,,,
2/18/2015,2/18/2015 11:25,,35,,,,,,,
2/18/2015,2/18/2015 12:00,,35,,,,,,,
2/18/2015,2/18/2015 12:05,,35,,,,,,,
2/18/2015,2/18/2015 12:10,,35,,,,,,,
2/18/2015,2/18/2015 12:15,,30,,,,,,,
2/18/2015,2/18/2015 12:20,,30,,,,,,,
2/18/2015,2/18/2015 12:25,,30,,,,,,,
2/18/2015,2/18/2015 12:30,,30,,,,,,,
2/18/2015,2/18/2015 12:35,,40,,,,,,,
2/18/2015,2/18/2015 12:40,,40,,,,,,,
2/18/2015,2/18/2015 12:45,,40,,,,,,,
2/18/2015,2/18/2015 12:50,,40,,,,,,,
2/18/2015,2/18/2015 12:55,,50,,,,,,,
2/18/2015,2/18/2015 13:00,,50,,,,,,,
2/18/2015,2/18/2015 13:00,53,,,,,,,,
2/18/2015,2/18/2015 13:05,,45,,,,,,,
2/18/2015,2/18/2015 13:10,,45,,,,,,,
2/18/2015,2/18/2015 13:15,,55,,,,,,,
2/18/2015,2/18/2015 13:20,,70,,,,,,,
2/18/2015,2/18/2015 13:25,,70,,,,,,,
2/18/2015,2/18/2015 13:30,,70,,,,,,,
2/18/2015,2/18/2015 13:35,,70,,,,,,,
2/18/2015,2/18/2015 13:40,,70,,,,,,,
2/18/2015,2/18/2015 13:45,,70,,,,,,,
2/18/2015,2/18/2015 13:50,,80,,,,,,,
2/18/2015,2/18/2015 13:55,,85,,,,,,,
2/18/2015,2/18/2015 14:00,,85,,,,,,,
2/18/2015,2/18/2015 14:05,,85,,,,,,,
2/18/2015,2/18/2015 14:10,,65,,,,,,,
2/18/2015,2/18/2015 14:15,,65,,,,,,,
2/18/2015,2/18/2015 14:20,,65,,,,,,,
2/18/2015,2/18/2015 14:25,,60,,,,,,,
2/18/2015,2/18/2015 14:30,,60,,,,,,,
2/18/2015,2/18/2015 14:35,,60,,,,,,,
2/18/2015,2/18/2015 14:40,,60,,,,,,,
2/18/2015,2/18/2015 14:45,,60,,,,,,,
2/18/2015,2/18/2015 14:50,,50,,,,,,,
2/18/2015,2/18/2015 14:55,,50,,,,,,,
2/18/2015,2/18/2015 15:00,,50,,,,,,,
2/18/2015,2/18/2015 15:05,,50,,,,,,,
2/18/2015,2/18/2015 15:10,,40,,,,,,,
2/18/2015,2/18/2015 15:15,,40,,,,,,,
2/18/2015,2/18/2015 15:20,,40,,,,,,,
2/18/2015,2/18/2015 15:25,,50,,,,,,,
2/18/2015,2/18/2015 15:25,34,,,,,,,,
2/18/2015,2/18/2015 15:30,,50,,,,,,,
2/18/2015,2/18/2015 15:35,,50,,,,,,,
2/18/2015,2/18/2015 15:40,,50,,,,,,,
2/18/2015,2/18/2015 15:45,,50,,,,,,,
2/18/2015,2/18/2015 15:49,,80,,,,,,,
2/18/2015,2/18/2015 15:50,,80,,,,,,,
2/18/2015,2/18/2015 15:55,,80,,,,,,,
2/18/2015,2/18/2015 16:00,,80,,,,,,,
2/18/2015,2/18/2015 16:05,,80,,,,,,,
2/18/2015,2/18/2015 16:10,,80,,,,,,,
2/18/2015,2/18/2015 16:15,,70,,,,,,,
2/18/2015,2/18/2015 16:20,,70,,,,,,,
2/18/2015,2/18/2015 16:25,,70,,,,,,,
2/18/2015,2/18/2015 16:30,,70,,,,,,,
2/18/2015,2/18/2015 16:35,,70,,,,,,,
2/18/2015,2/18/2015 16:40,,65,,,,,,,
2/18/2015,2/18/2015 16:45,,65,,,,,,,
2/18/2015,2/18/2015 17:41,,,,,,,,,
2/18/2015,2/18/2015 18:15,,60,,,,,,,
2/18/2015,2/18/2015 18:20,,60,,,,,,,
2/18/2015,2/18/2015 18:25,,40,,,,,,,
2/18/2015,2/18/2015 18:30,,25,,,,,,,
2/18/2015,2/18/2015 18:35,,35,,,,,,,
2/18/2015,2/18/2015 18:40,,55,,,,,,,
2/18/2015,2/18/2015 18:45,,35,,,,,,,
2/18/2015,2/18/2015 18:50,,35,,,,,,,
2/18/2015,2/18/2015 18:55,,50,,,,,,,
2/18/2015,2/18/2015 19:00,,50,,,,,,,
2/18/2015,2/18/2015 19:05,,60,,,,,,,
2/18/2015,2/18/2015 19:10,,65,,,,,,,
2/18/2015,2/18/2015 19:15,,65,,,,,,,
2/18/2015,2/18/2015 19:20,,55,,,,,,,
2/18/2015,2/18/2015 19:25,,60,,,,,,,
2/18/2015,2/18/2015 19:30,,60,,,,,,,
2/18/2015,2/18/2015 19:35,,50,,,,,,,
2/18/2015,2/18/2015 19:40,,45,,,,,,,
2/18/2015,2/18/2015 19:44,,45,,,,,,,
2/18/2015,2/18/2015 19:45,,50,,,,,,,
2/18/2015,2/18/2015 19:50,,50,,,,,,,
2/18/2015,2/18/2015 19:55,,50,,,,,,,
2/18/2015,2/18/2015 20:52,,,,,,,,,
2/18/2015,2/18/2015 21:25,,,,,,,,,
2/18/2015,2/18/2015 21:45,,50,,,,,,,
2/18/2015,2/18/2015 21:50,,10,,,,,,,
2/18/2015,2/18/2015 21:55,,10,,,,,,,
2/18/2015,2/18/2015 22:00,,10,,,,,,,
2/18/2015,2/18/2015 22:05,,5,,,,,,,
2/18/2015,2/18/2015 22:10,,5,,,,,,,
2/18/2015,2/18/2015 22:15,,5,,,,,,,
2/18/2015,2/18/2015 22:20,,5,,,,,,,
2/18/2015,2/18/2015 22:25,,5,,,,,,,
2/18/2015,2/18/2015 22:30,,15,,,,,,,
2/18/2015,2/18/2015 22:35,,20,,,,,,,
2/18/2015,2/18/2015 22:40,,20,,,,,,,
2/18/2015,2/18/2015 22:45,,20,,,,,,,
2/18/2015,2/18/2015 22:50,,20,,,,,,,
2/18/2015,2/18/2015 22:55,,20,,,,,,,
2/18/2015,2/18/2015 23:00,,15,,,,,,,
2/18/2015,2/18/2015 23:05,,15,,,,,,,
2/18/2015,2/18/2015 23:10,,10,,,,,,,
2/18/2015,2/18/2015 23:15,,10,,,,,,,
2/18/2015,2/18/2015 23:20,,10,,,,,,,
2/18/2015,2/18/2015 23:25,,10,,,,,,,
2/18/2015,2/18/2015 23:30,,10,,,,,,,
2/18/2015,2/18/2015 23:35,,10,,,,,,,
2/18/2015,2/18/2015 23:40,,10,,,,,,,
2/18/2015,2/18/2015 23:45,,10,,,,,,,
2/18/2015,2/18/2015 23:50,,10,,,,,,,
2/18/2015,2/18/2015 23:55,,10,,,,,,,
2/19/2015,2/19/2015 9:01,,0,,,,,,,
2/19/2015,2/19/2015 9:15,,5,,,,,,,
2/19/2015,2/19/2015 9:20,,5,,,,,,,
2/19/2015,2/19/2015 9:25,,5,,,,,,,
2/19/2015,2/19/2015 9:25,3,,,,,,,,
2/19/2015,2/19/2015 9:30,,5,,,,,,,
2/19/2015,2/19/2015 9:35,,5,,,,,,,
2/19/2015,2/19/2015 9:40,,10,,,,,,,
2/19/2015,2/19/2015 9:45,,10,,,,,,,
2/19/2015,2/19/2015 9:50,,5,,,,,,,
2/19/2015,2/19/2015 9:55,,10,,,,,,,
2/19/2015,2/19/2015 10:00,,10,,,,,,,
2/19/2015,2/19/2015 10:05,,10,,,,,,,
2/19/2015,2/19/2015 10:10,,10,,,,,,,
2/19/2015,2/19/2015 10:12,,15,,,,,,,
2/19/2015,2/19/2015 10:15,,15,,,,,,,
2/19/2015,2/19/2015 10:20,,15,,,,,,,
2/19/2015,2/19/2015 10:25,,25,,,,,,,
2/19/2015,2/19/2015 10:30,,25,,,,,,,
2/19/2015,2/19/2015 10:31,,25,,,,,,,
2/19/2015,2/19/2015 10:32,37,,,,,,,,
2/19/2015,2/19/2015 10:35,,25,,,,,,,
2/19/2015,2/19/2015 10:40,,50,,,,,,,
2/19/2015,2/19/2015 10:45,,50,,,,,,,
2/19/2015,2/19/2015 10:50,,50,,,,,,,
2/19/2015,2/19/2015 10:55,,30,,,,,,,
2/19/2015,2/19/2015 11:00,,30,,,,,,,
2/19/2015,2/19/2015 11:01,29,,,,,,,,
2/19/2015,2/19/2015 11:05,,30,,,,,,,
2/19/2015,2/19/2015 11:10,,40,,,,,,,
2/19/2015,2/19/2015 11:15,,40,,,,,,,
2/19/2015,2/19/2015 11:20,,45,,,,,,,
2/19/2015,2/19/2015 11:25,,45,,,,,,,
2/19/2015,2/19/2015 11:30,,30,,,,,,,
2/19/2015,2/19/2015 11:35,,30,,,,,,,
2/19/2015,2/19/2015 11:40,,35,,,,,,,
2/19/2015,2/19/2015 11:45,,35,,,,,,,
2/19/2015,2/19/2015 11:50,,40,,,,,,,
2/19/2015,2/19/2015 11:54,,,,,,,,,
2/19/2015,2/19/2015 12:05,,45,,,,,,,
2/19/2015,2/19/2015 12:10,,45,,,,,,,
2/19/2015,2/19/2015 12:15,,50,,,,,,,
2/19/2015,2/19/2015 12:16,,50,,,,,,,
2/19/2015,2/19/2015 12:20,,50,,,,,,,
2/19/2015,2/19/2015 12:25,,50,,,,,,,
2/19/2015,2/19/2015 12:30,,50,,,,,,,
2/19/2015,2/19/2015 12:35,,60,,,,,,,
2/19/2015,2/19/2015 12:40,,60,,,,,,,
2/19/2015,2/19/2015 12:45,,55,,,,,,,
2/19/2015,2/19/2015 12:50,,45,,,,,,,
2/19/2015,2/19/2015 12:55,,40,,,,,,,
2/19/2015,2/19/2015 13:00,,40,,,,,,,
2/19/2015,2/19/2015 13:05,,40,,,,,,,
2/19/2015,2/19/2015 13:10,,35,,,,,,,
2/19/2015,2/19/2015 13:15,,35,,,,,,,
2/19/2015,2/19/2015 13:20,,35,,,,,,,
2/19/2015,2/19/2015 13:25,,40,,,,,,,
2/19/2015,2/19/2015 13:30,,40,,,,,,,
2/19/2015,2/19/2015 13:35,,40,,,,,,,
2/19/2015,2/19/2015 13:40,,40,,,,,,,
2/19/2015,2/19/2015 13:45,,40,,,,,,,
2/19/2015,2/19/2015 13:50,,40,,,,,,,
2/19/2015,2/19/2015 13:55,,45,,,,,,,
2/19/2015,2/19/2015 14:00,,45,,,,,,,
2/19/2015,2/19/2015 14:05,,45,,,,,,,
2/19/2015,2/19/2015 14:15,,50,,,,,,,
2/19/2015,2/19/2015 14:20,,50,,,,,,,
2/19/2015,2/19/2015 14:25,,55,,,,,,,
2/19/2015,2/19/2015 14:30,,55,,,,,,,
2/19/2015,2/19/2015 14:35,,60,,,,,,,
2/19/2015,2/19/2015 14:40,,60,,,,,,,
2/19/2015,2/19/2015 14:45,,60,,,,,,,
2/19/2015,2/19/2015 14:50,,50,,,,,,,
2/19/2015,2/19/2015 14:55,,50,,,,,,,
2/19/2015,2/19/2015 15:05,,50,,,,,,,
2/19/2015,2/19/2015 15:10,,50,,,,,,,
2/19/2015,2/19/2015 15:15,,50,,,,,,,
2/19/2015,2/19/2015 15:20,,50,,,,,,,
2/19/2015,2/19/2015 15:25,,50,,,,,,,
2/19/2015,2/19/2015 15:30,,40,,,,,,,
2/19/2015,2/19/2015 15:35,,40,,,,,,,
2/19/2015,2/19/2015 15:40,,50,,,,,,,
2/19/2015,2/19/2015 15:45,,50,,,,,,,
2/19/2015,2/19/2015 15:50,,50,,,,,,,
2/19/2015,2/19/2015 15:55,,50,,,,,,,
2/19/2015,2/19/2015 16:00,,60,,,,,,,
2/19/2015,2/19/2015 16:05,,60,,,,,,,
2/19/2015,2/19/2015 16:10,,65,,,,,,,
2/19/2015,2/19/2015 16:15,,65,,,,,,,
2/19/2015,2/19/2015 16:16,,65,,,,,,,
2/19/2015,2/19/2015 16:20,,80,,,,,,,
2/19/2015,2/19/2015 16:25,,80,,,,,,,
2/19/2015,2/19/2015 16:30,,80,,,,,,,
2/19/2015,2/19/2015 16:35,,90,,,,,,,
2/19/2015,2/19/2015 16:45,,90,,,,,,,
2/19/2015,2/19/2015 16:50,,90,,,,,,,
2/19/2015,2/19/2015 16:55,,90,,,,,,,
2/19/2015,2/19/2015 17:00,,65,,,,,,,
2/19/2015,2/19/2015 17:05,,65,,,,,,,
2/19/2015,2/19/2015 17:10,,50,,,,,,,
2/19/2015,2/19/2015 17:15,,50,,,,,,,
2/19/2015,2/19/2015 17:20,,45,,,,,,,
2/19/2015,2/19/2015 17:25,,45,,,,,,,
2/19/2015,2/19/2015 17:30,,45,,,,,,,
2/19/2015,2/19/2015 17:35,,55,,,,,,,
2/19/2015,2/19/2015 17:40,,55,,,,,,,
2/19/2015,2/19/2015 17:45,,50,,,,,,,
2/19/2015,2/19/2015 17:50,,50,,,,,,,
2/19/2015,2/19/2015 17:56,23,,,,,,,,
2/19/2015,2/19/2015 18:05,,40,,,,,,,
2/19/2015,2/19/2015 18:10,,35,,,,,,,
2/19/2015,2/19/2015 18:15,,35,,,,,,,
2/19/2015,2/19/2015 18:20,,35,,,,,,,
2/19/2015,2/19/2015 18:25,,40,,,,,,,
2/19/2015,2/19/2015 18:30,,40,,,,,,,
2/19/2015,2/19/2015 18:35,,40,,,,,,,
2/19/2015,2/19/2015 18:40,,40,,,,,,,
2/19/2015,2/19/2015 18:45,,35,,,,,,,
2/19/2015,2/19/2015 18:50,,35,,,,,,,
2/19/2015,2/19/2015 18:55,,35,,,,,,,
2/19/2015,2/19/2015 19:00,,35,,,,,,,
2/19/2015,2/19/2015 19:05,,35,,,,,,,
2/19/2015,2/19/2015 19:10,,35,,,,,,,
2/19/2015,2/19/2015 19:15,,30,,,,,,,
2/19/2015,2/19/2015 19:20,,30,,,,,,,
2/19/2015,2/19/2015 19:25,,30,,,,,,,
2/19/2015,2/19/2015 19:30,,30,,,,,,,
2/19/2015,2/19/2015 19:35,,30,,,,,,,
2/19/2015,2/19/2015 19:38,28,,,,,,,,
2/19/2015,2/19/2015 19:40,,30,,,,,,,
2/19/2015,2/19/2015 19:45,,30,,,,,,,
2/19/2015,2/19/2015 19:50,,30,,,,,,,
2/19/2015,2/19/2015 19:55,,30,,,,,,,
2/19/2015,2/19/2015 20:00,,35,,,,,,,
2/19/2015,2/19/2015 20:05,,30,,,,,,,
2/19/2015,2/19/2015 20:10,,30,,,,,,,
2/19/2015,2/19/2015 20:15,,30,,,,,,,
2/19/2015,2/19/2015 20:20,,25,,,,,,,
2/19/2015,2/19/2015 20:25,,25,,,,,,,
2/19/2015,2/19/2015 20:30,,20,,,,,,,
2/19/2015,2/19/2015 20:35,,20,,,,,,,
2/19/2015,2/19/2015 20:40,,20,,,,,,,
2/19/2015,2/19/2015 20:45,,20,,,,,,,
2/19/2015,2/19/2015 20:50,,20,,,,,,,
2/19/2015,2/19/2015 20:55,,15,,,,,,,
2/19/2015,2/19/2015 21:00,,10,,,,,,,
2/19/2015,2/19/2015 21:05,,10,,,,,,,
2/19/2015,2/19/2015 21:10,,10,,,,,,,
2/19/2015,2/19/2015 21:15,,10,,,,,,,
2/19/2015,2/19/2015 21:20,,5,,,,,,,
2/19/2015,2/19/2015 21:25,,5,,,,,,,
2/19/2015,2/19/2015 21:30,,5,,,,,,,
2/19/2015,2/19/2015 21:35,,5,,,,,,,
2/19/2015,2/19/2015 21:40,,5,,,,,,,
2/19/2015,2/19/2015 21:45,,10,,,,,,,
2/19/2015,2/19/2015 21:50,,10,,,,,,,
2/19/2015,2/19/2015 21:55,,5,,,,,,,
2/19/2015,2/19/2015 22:00,,5,,,,,,,
2/19/2015,2/19/2015 22:05,,5,,,,,,,
2/19/2015,2/19/2015 23:15,,5,,,,,,,
2/19/2015,2/19/2015 23:20,,5,,,,,,,
2/19/2015,2/19/2015 23:25,,5,,,,,,,
2/19/2015,2/19/2015 23:30,,5,,,,,,,
2/19/2015,2/19/2015 23:35,,5,,,,,,,
2/19/2015,2/19/2015 23:40,,5,,,,,,,
2/19/2015,2/19/2015 23:45,,5,,,,,,,
2/19/2015,2/19/2015 23:50,,5,,,,,,,
2/19/2015,2/19/2015 23:55,,5,,,,,,,
2/20/2015,2/20/2015 9:05,,5,,,,,,,
2/20/2015,2/20/2015 9:10,,5,,,,,,,
2/20/2015,2/20/2015 9:15,,5,,,,,,,
2/20/2015,2/20/2015 9:20,,5,,,,,,,
2/20/2015,2/20/2015 9:25,,5,,,,,,,
2/20/2015,2/20/2015 9:30,,5,,,,,,,
2/20/2015,2/20/2015 9:35,,5,,,,,,,
2/20/2015,2/20/2015 9:40,,5,,,,,,,
2/20/2015,2/20/2015 9:45,,5,,,,,,,
2/20/2015,2/20/2015 9:50,,5,,,,,,,
2/20/2015,2/20/2015 9:52,,10,,,,,,,
2/20/2015,2/20/2015 9:54,2,,,,,,,,
2/20/2015,2/20/2015 9:55,,10,,,,,,,
2/20/2015,2/20/2015 10:00,,5,,,,,,,
2/20/2015,2/20/2015 10:05,,5,,,,,,,
2/20/2015,2/20/2015 10:10,,10,,,,,,,
2/20/2015,2/20/2015 10:15,,10,,,,,,,
2/20/2015,2/20/2015 10:20,,5,,,,,,,
2/20/2015,2/20/2015 10:25,,5,,,,,,,
2/20/2015,2/20/2015 10:30,,5,,,,,,,
2/20/2015,2/20/2015 10:53,,,,,,,,,
2/20/2015,2/20/2015 11:50,,30,,,,,,,
2/20/2015,2/20/2015 11:55,,30,,,,,,,
2/20/2015,2/20/2015 11:55,17,,,,,,,,
2/20/2015,2/20/2015 12:00,,30,,,,,,,
2/20/2015,2/20/2015 12:05,,35,,,,,,,
2/20/2015,2/20/2015 12:10,,45,,,,,,,
2/20/2015,2/20/2015 12:15,,45,,,,,,,
2/20/2015,2/20/2015 12:20,,35,,,,,,,
2/20/2015,2/20/2015 12:40,,35,,,,,,,
2/20/2015,2/20/2015 12:45,,45,,,,,,,
2/20/2015,2/20/2015 12:50,,45,,,,,,,
2/20/2015,2/20/2015 12:52,,45,,,,,,,
2/20/2015,2/20/2015 12:55,,45,,,,,,,
2/20/2015,2/20/2015 13:00,,50,,,,,,,
2/20/2015,2/20/2015 13:05,,50,,,,,,,
2/20/2015,2/20/2015 13:10,,50,,,,,,,
2/20/2015,2/20/2015 13:15,,50,,,,,,,
2/20/2015,2/20/2015 13:20,,45,,,,,,,
2/20/2015,2/20/2015 13:24,,45,,,,,,,
2/20/2015,2/20/2015 13:25,,40,,,,,,,
2/20/2015,2/20/2015 13:30,,40,,,,,,,
2/20/2015,2/20/2015 13:35,,40,,,,,,,
2/20/2015,2/20/2015 13:40,,40,,,,,,,
2/20/2015,2/20/2015 13:45,,45,,,,,,,
2/20/2015,2/20/2015 13:50,,45,,,,,,,
2/20/2015,2/20/2015 13:50,,,,,,,,,
2/20/2015,2/20/2015 13:53,,,,,,,,,
2/20/2015,2/20/2015 13:55,,40,,,,,,,
2/20/2015,2/20/2015 13:57,,45,,,,,,,
2/20/2015,2/20/2015 14:00,,40,,,,,,,
2/20/2015,2/20/2015 14:01,,45,,,,,,,
2/20/2015,2/20/2015 14:05,,40,,,,,,,
2/20/2015,2/20/2015 14:10,,50,,,,,,,
2/20/2015,2/20/2015 14:15,,50,,,,,,,
2/20/2015,2/20/2015 14:20,,55,,,,,,,
2/20/2015,2/20/2015 14:25,,60,,,,,,,
2/20/2015,2/20/2015 14:30,,60,,,,,,,
2/20/2015,2/20/2015 14:35,,65,,,,,,,
2/20/2015,2/20/2015 14:40,,60,,,,,,,
2/20/2015,2/20/2015 14:45,,50,,,,,,,
2/20/2015,2/20/2015 14:50,,50,,,,,,,
2/20/2015,2/20/2015 14:55,,45,,,,,,,
2/20/2015,2/20/2015 15:00,,45,,,,,,,
2/20/2015,2/20/2015 15:05,,65,,,,,,,
2/20/2015,2/20/2015 15:10,,75,,,,,,,
2/20/2015,2/20/2015 15:15,,75,,,,,,,
2/20/2015,2/20/2015 15:20,,65,,,,,,,
2/20/2015,2/20/2015 15:25,,65,,,,,,,
2/20/2015,2/20/2015 15:30,,65,,,,,,,
2/20/2015,2/20/2015 15:35,,50,,,,,,,
2/20/2015,2/20/2015 15:40,,50,,,,,,,
2/20/2015,2/20/2015 15:45,,50,,,,,,,
2/20/2015,2/20/2015 15:50,,50,,,,,,,
2/20/2015,2/20/2015 15:55,,55,,,,,,,
2/20/2015,2/20/2015 16:00,,55,,,,,,,
2/20/2015,2/20/2015 16:05,,45,,,,,,,
2/20/2015,2/20/2015 16:10,,45,,,,,,,
2/20/2015,2/20/2015 16:15,,45,,,,,,,
2/20/2015,2/20/2015 16:20,,40,,,,,,,
2/20/2015,2/20/2015 16:25,,40,,,,,,,
2/20/2015,2/20/2015 16:30,,40,,,,,,,
2/20/2015,2/20/2015 16:31,41,,,,,,,,
2/20/2015,2/20/2015 16:35,,50,,,,,,,
2/20/2015,2/20/2015 16:40,,50,,,,,,,
2/20/2015,2/20/2015 16:45,,60,,,,,,,
2/20/2015,2/20/2015 16:50,,55,,,,,,,
2/20/2015,2/20/2015 16:55,,55,,,,,,,
2/20/2015,2/20/2015 17:00,,50,,,,,,,
2/20/2015,2/20/2015 17:05,,50,,,,,,,
2/20/2015,2/20/2015 17:10,,50,,,,,,,
2/20/2015,2/20/2015 17:15,,50,,,,,,,
2/20/2015,2/20/2015 17:16,,40,,,,,,,
2/20/2015,2/20/2015 17:20,,50,,,,,,,
2/20/2015,2/20/2015 17:25,,40,,,,,,,
2/20/2015,2/20/2015 17:30,,40,,,,,,,
2/20/2015,2/20/2015 17:35,,35,,,,,,,
2/20/2015,2/20/2015 17:55,,35,,,,,,,
2/20/2015,2/20/2015 17:56,,35,,,,,,,
2/20/2015,2/20/2015 17:56,43,,,,,,,,
2/20/2015,2/20/2015 18:00,,35,,,,,,,
2/20/2015,2/20/2015 18:05,,40,,,,,,,
2/20/2015,2/20/2015 18:16,,,,,,,,,
2/20/2015,2/20/2015 18:20,,40,,,,,,,
2/20/2015,2/20/2015 18:25,,40,,,,,,,
2/20/2015,2/20/2015 18:30,,40,,,,,,,
2/20/2015,2/20/2015 18:35,,40,,,,,,,
2/20/2015,2/20/2015 18:40,,40,,,,,,,
2/20/2015,2/20/2015 18:45,,40,,,,,,,
2/20/2015,2/20/2015 18:50,,40,,,,,,,
2/20/2015,2/20/2015 18:55,,35,,,,,,,
2/20/2015,2/20/2015 19:00,,25,,,,,,,
2/20/2015,2/20/2015 19:05,,25,,,,,,,
2/20/2015,2/20/2015 19:10,,25,,,,,,,
2/20/2015,2/20/2015 19:15,,25,,,,,,,
2/20/2015,2/20/2015 19:20,,25,,,,,,,
2/20/2015,2/20/2015 19:25,,25,,,,,,,
2/20/2015,2/20/2015 19:30,,25,,,,,,,
2/20/2015,2/20/2015 19:35,,25,,,,,,,
2/20/2015,2/20/2015 19:40,,25,,,,,,,
2/20/2015,2/20/2015 19:45,,25,,,,,,,
2/20/2015,2/20/2015 19:50,,25,,,,,,,
2/20/2015,2/20/2015 19:55,,25,,,,,,,
2/20/2015,2/20/2015 20:00,,25,,,,,,,
2/20/2015,2/20/2015 20:05,,20,,,,,,,
2/20/2015,2/20/2015 20:10,,20,,,,,,,
2/20/2015,2/20/2015 20:15,,20,,,,,,,
2/20/2015,2/20/2015 20:20,,30,,,,,,,
2/20/2015,2/20/2015 20:25,,25,,,,,,,
2/20/2015,2/20/2015 20:30,,20,,,,,,,
2/20/2015,2/20/2015 20:35,,20,,,,,,,
2/20/2015,2/20/2015 20:40,,25,,,,,,,
2/20/2015,2/20/2015 20:45,,20,,,,,,,
2/20/2015,2/20/2015 20:50,,15,,,,,,,
2/20/2015,2/20/2015 20:55,,10,,,,,,,
2/20/2015,2/20/2015 21:00,,10,,,,,,,
2/20/2015,2/20/2015 21:05,,10,,,,,,,
2/20/2015,2/20/2015 21:10,,10,,,,,,,
2/20/2015,2/20/2015 21:15,,5,,,,,,,
2/20/2015,2/20/2015 21:20,,5,,,,,,,
2/20/2015,2/20/2015 21:25,,5,,,,,,,
2/20/2015,2/20/2015 21:30,,5,,,,,,,
2/20/2015,2/20/2015 21:35,,5,,,,,,,
2/20/2015,2/20/2015 21:40,,5,,,,,,,
2/20/2015,2/20/2015 21:45,,5,,,,,,,
2/20/2015,2/20/2015 21:50,,5,,,,,,,
2/20/2015,2/20/2015 21:55,,5,,,,,,,
2/20/2015,2/20/2015 22:00,,5,,,,,,,
2/20/2015,2/20/2015 22:10,,5,,,,,,,
2/20/2015,2/20/2015 22:15,,5,,,,,,,
2/20/2015,2/20/2015 22:20,,5,,,,,,,
